0.3268	0.6116	0.3281	0.5970	0.2178	0.9620	0.6135	0.1956	0.7946	0.4152	0.2396	0.0162	0.9551	0.1944	0.9397	0.9979	0.5580	0.4731	0.0708	0.9627
0.4921	0.0000	0.2562	0.0000	0.6719	0.8247	0.6884	1.0000	0.4811	0.2782	0.0000	1.0000	0.4506	0.4739	0.5581	0.9668	0.7841	0.3684	1.0000	0.4909
0.4921	0.5583	0.3673	0.0000	0.6719	0.3608	0.6580	0.3916	0.5533	0.3756	0.4917	1.0000	0.2576	0.8037	0.5581	0.7289	0.7696	0.4690	0.2585	0.5325
0.9349	1.0000	0.3673	0.3819	0.6719	0.6341	0.6127	0.6713	0.5334	0.3194	0.1233	0.4870	0.3282	1.0000	0.5403	0.9514	1.0000	0.4898	0.0919	0.1868
0.2545	0.5812	0.6719	1.0000	0.4299	0.7272	0.5598	0.1995	0.3860	0.7557	1.0000	0.4870	0.5806	0.9141	0.5500	0.2672	0.5631	0.6209	1.0000	0.5645
0.0000	0.3737	0.4969	0.1814	0.4299	0.0000	0.5598	0.3600	0.0000	0.5159	0.7769	0.1134	1.0000	1.0000	1.0000	0.4282	0.6275	0.6209	0.0181	0.9221
0.6255	0.0746	0.4969	0.3786	0.2784	0.2614	0.5598	0.7176	0.9242	0.2904	0.7883	0.1440	0.5632	0.3905	0.0000	0.3962	0.6275	0.6236	0.0000	0.0927
0.4368	0.3202	0.4969	1.0000	0.5086	1.0000	0.5598	0.5144	0.5853	0.6102	0.3238	0.1990	0.7566	0.7724	0.4926	0.6652	0.3089	0.9376	0.0000	0.7434
0.4368	0.9744	0.4969	0.0503	0.5164	0.7903	0.5598	0.6346	0.5163	0.6102	0.4580	1.0000	0.5041	0.5616	0.6609	0.3107	0.8947	0.0000	0.5585	0.6258
0.4438	0.4533	0.4969	0.4485	0.0138	0.2102	0.5598	1.0000	0.8213	1.0000	0.2648	1.0000	0.0000	0.5665	0.5545	1.0000	0.6659	0.2007	0.4446	0.6258
0.6886	0.4989	0.4969	0.4359	1.0000	0.9474	0.5598	0.4311	0.6564	0.6627	0.5028	0.9871	1.0000	0.0909	0.4957	0.5031	1.0000	0.3142	0.3868	0.4423
0.0000	0.5501	0.4969	0.4359	0.5729	0.9992	0.5598	0.0000	1.0000	0.3377	0.5028	1.0000	0.0823	0.1404	0.8480	0.5990	0.1969	0.4476	0.5041	0.4236
0.7165	1.0000	0.4969	0.4359	0.5473	0.6949	0.5598	0.6635	1.0000	0.1908	0.4586	0.8551	0.7226	0.5317	0.2539	0.9808	0.6527	0.0000	0.2762	0.3485
