1.0000	1.1315	1.1816	1.1807	1.1389	1.1119	1.1933	1.1144	1.1477	1.0119	1.1109	1.2492	1.2476	1.0810	1.1765	1.0716	1.0282	1.1938	1.1400	1.1365	1.2644	1.2122	1.1283	1.0457	1.2142	1.0959	1.1494	1.1306	1.1810	1.0388	1.2407	1.1731	1.1381	1.1554	1.0806	1.0308	1.2117	1.1128	1.0572	1.4558	1.0363	1.0659	1.1578	1.0916	1.2037	1.1480	1.0884	1.1124	1.0932	1.1175	1.0211	1.2551	1.2193	1.0731	1.1202	1.1972	1.1133	1.1681	1.1693	1.1873	1.1277	1.0485	1.1819	1.1706	1.1348	1.2938	1.1590	1.1938	1.2343	1.0990	1.2178	1.1093	1.0752	1.2122	1.0467	1.0965	1.0773	1.0874	1.0745	1.2064	1.0837	1.1334	1.2805	1.0610	1.1117	1.0972	1.1864	1.1252	1.1327	1.0997	1.2843	1.1344	1.0816	1.1135	1.0943	1.2625	1.1919	1.2522	1.1575	1.1083	1.0612
3.0000	2.7697	1.9373	5.2652	2.2839	1.9791	1.7722	2.0257	1.5860	2.6339	1.9298	3.3409	4.6454	2.2995	2.9472	1.5617	4.8630	3.0069	3.4964	2.0333	1.7630	1.7212	4.0163	1.9003	3.7384	1.5212	3.3227	2.4502	2.4825	1.9491	2.4684	2.7377	3.5168	2.5229	2.7048	3.6686	1.9933	2.4836	3.5836	3.8867	3.1142	2.3802	4.6659	4.7430	3.4620	2.2672	2.1353	2.5470	4.2150	4.0580	1.3326	2.6675	5.0816	1.9462	3.4049	3.2174	3.0809	2.7378	2.2430	5.3610	1.7695	3.5590	1.5817	2.2723	2.0871	2.5013	2.1313	1.7665	4.2044	2.7780	2.3785	1.8464	1.4283	2.6785	2.2905	1.9949	2.1712	2.5053	4.0426	3.1545	2.1415	1.5901	2.5652	4.2032	4.4188	1.3569	1.6135	2.9848	3.7774	4.0511	2.2604	4.0400	2.0301	2.9151	2.5246	2.6203	1.6931	1.9231	2.9579	1.9415	5.5054
5.0000	4.1662	1.9474	4.1604	1.3144	3.8007	4.8031	1.9240	1.8624	1.9577	2.2865	4.3737	5.5533	7.9294	11.7133	2.0691	17.8630	1.6657	7.2397	3.7561	3.3627	3.4418	1.5340	11.7896	1.6807	2.2757	2.4640	1.9114	9.4178	1.7063	3.0171	1.9806	1.5382	1.5092	1.4559	15.9571	1.3112	3.7402	1.3238	2.0332	1.7307	3.1697	1.4164	1.6781	5.0351	1.5411	2.4133	1.3439	1.7962	1.6013	9.0136	5.9160	5.0118	5.8951	3.6758	1.5410	2.9062	1.7098	1.2630	1.6417	3.2784	4.9688	3.0041	2.9064	5.0702	6.1799	5.1873	1.3429	5.8323	1.2605	2.5013	1.8805	1.2158	1.5207	6.4444	1.7836	1.2057	1.3183	2.0357	2.1171	2.7089	1.1498	1.6571	11.8519	4.2141	1.2078	2.7791	3.5930	4.6872	2.0628	1.8874	1.4183	1.8783	4.1984	8.6531	1.1687	1.4610	2.2472	1.8592	2.1168	1.0223
7.0000	2.3248	3.0524	2.5491	6.9096	2.4272	3.9120	1.4685	4.3577	3.0793	1.6406	1.7378	2.4083	1.4746	2.8268	3.3601	4.8485	2.5978	2.9694	3.1056	2.2905	1.9469	2.8878	1.8176	1.7894	2.1438	2.2184	2.4906	4.0307	2.9268	1.2649	1.7660	3.5509	7.2247	2.7939	3.1727	1.8324	3.4465	1.5617	1.5967	5.4752	2.0659	1.7883	3.4564	4.8975	1.0417	1.1738	3.2182	2.3418	2.6191	5.2245	1.6280	2.8110	4.0235	1.4503	4.4990	37.9509	2.3037	2.6602	3.4746	3.1802	1.0603	5.9434	2.8070	2.8838	2.1864	3.0382	1.9962	1.5675	1.7172	11.7739	6.9811	2.9954	2.9009	2.2775	3.1460	2.6132	5.3241	1.7577	2.2669	5.4872	1.1125	1.9927	1.8617	1.2443	1.5578	5.8222	1.9928	2.2932	4.3875	1.9286	2.2692	3.1689	1.6174	3.3494	2.5031	1.4921	1.7114	1.9405	3.6286	3.1153
9.0000	3.0486	4.9265	3.8789	3.4644	3.2502	1.8222	2.3279	2.5441	1.9025	2.4010	3.2256	3.4425	5.7342	5.4480	2.1560	1.5631	2.4673	2.4837	1.9613	6.0784	2.2635	3.8164	3.3531	4.0861	3.8145	5.8516	1.9084	2.6599	2.8883	2.4480	1.8666	1.6361	2.9295	3.0955	1.7910	2.7327	2.8233	3.1966	2.1036	2.5353	4.1659	2.2407	2.6901	4.5173	3.2536	2.2810	4.4563	5.1753	8.1079	2.0877	1.4035	3.4762	2.4415	4.2770	3.2521	2.6081	2.5481	5.8413	7.1210	5.3019	2.5915	1.6973	1.9963	2.8611	1.9388	3.2598	1.8634	2.5130	3.1450	2.9136	4.0957	1.5316	3.6120	2.0001	3.2416	2.5156	3.3858	2.1452	3.7568	9.3979	2.6630	3.1914	5.0116	3.6492	3.4501	4.1069	3.9929	3.0773	5.7335	2.9831	1.7514	3.8047	2.9513	3.0666	6.8978	2.4329	3.0213	3.6697	5.8982	2.4276
11.0000	3.6950	9.0425	3.3438	3.4595	3.3052	2.2135	2.1965	4.6327	5.2547	2.7287	2.5403	7.3632	5.4529	5.2603	2.6022	2.9121	3.0298	3.7420	3.7422	3.0547	2.3875	5.2237	2.4804	3.1684	4.5803	4.1238	6.8772	5.0946	4.1565	2.1402	3.8441	2.3381	5.0412	4.1618	4.7951	3.5270	3.3409	6.3624	2.3772	3.3936	3.8042	3.8318	4.4750	2.3542	4.3743	4.4813	4.2754	3.1575	3.6823	3.3855	5.7392	4.4787	3.4296	4.3660	3.9002	5.3029	3.8041	2.6883	1.9799	3.3935	5.7293	3.1580	2.8299	3.5208	2.1034	2.4173	1.4998	6.7889	5.2673	8.1989	2.3445	4.5366	2.0628	38.4881	2.2587	3.1909	4.7980	2.5463	5.2173	4.3105	5.4138	1.8947	3.5821	7.0750	5.6641	2.3516	3.0758	2.7901	3.7139	3.3801	2.7302	3.8792	5.5590	3.8634	3.0991	3.5838	3.2399	2.6856	3.9859	2.4129
13.0000	2.8313	3.9136	2.7524	4.5140	4.8870	2.5048	4.5823	8.0878	3.6195	2.8285	6.6176	3.8545	2.1446	4.8098	4.5067	4.2272	5.6727	3.7554	5.9857	5.0953	2.9739	2.7762	7.6417	5.4167	5.6253	6.2444	3.1929	7.5050	2.3924	2.4152	7.6786	4.8242	3.9608	4.1964	5.6959	4.5533	5.3100	3.8638	2.8342	1.6372	2.6294	6.8296	4.1467	4.5902	1.9605	4.0078	2.8027	4.4239	3.4758	2.6503	3.2641	3.9401	2.7944	4.8309	6.7837	3.6374	7.2652	2.4171	4.4141	3.6915	4.4097	7.8148	2.7002	3.8556	3.7247	2.5636	5.0039	3.0446	5.0547	3.5939	3.1169	2.7271	3.2738	1.5553	2.2927	2.0944	2.8475	4.1123	4.1806	1.6523	3.4156	4.1957	2.3114	3.1785	2.4708	2.1493	3.1008	3.6827	2.3264	3.2395	3.8717	2.7407	3.0095	3.1491	2.2068	1.9746	3.9519	6.7717	3.3187	3.8024
15.0000	2.4256	3.7311	2.3783	3.1844	2.8244	3.6950	3.1514	2.7622	2.4321	2.4582	3.8729	2.9277	5.1735	2.5803	2.9746	2.5972	7.4049	2.3321	2.0333	6.3121	5.5271	5.3384	2.2971	4.1567	3.5295	1.9493	6.5674	2.7075	3.6350	2.8168	2.5248	4.2944	3.0437	2.8601	3.0672	3.7879	4.5213	3.8341	2.3196	6.5070	2.6055	2.5229	4.4497	2.5435	2.5485	2.3016	2.8419	3.1509	2.0356	3.4367	2.4534	5.1245	2.9637	6.1667	2.6533	3.7525	2.6562	5.9339	2.8418	6.6444	2.7330	10.9308	2.9937	7.1542	2.6803	2.5100	2.1013	3.6560	2.6240	3.6715	4.4238	3.5280	3.6948	2.7433	2.5112	4.8687	3.1982	3.6859	22.3725	3.0462	3.6168	3.5956	4.0279	3.5558	4.3768	3.4415	4.9100	3.5228	2.2933	3.8880	2.9662	2.9310	5.1564	1.9043	13.7661	3.3949	2.9766	6.5099	3.6719	4.5040
17.0000	5.1709	2.5620	2.4257	3.8408	3.1305	2.0558	2.4724	2.0325	2.7775	3.3651	3.7535	4.9448	3.4456	3.3006	6.5302	6.6431	2.4161	2.2618	3.6871	3.8067	2.4077	2.3467	3.0639	3.8129	2.3094	3.3090	2.7802	2.4101	2.7547	4.2592	2.0830	2.7157	5.0619	5.7515	2.8491	2.8122	2.8709	7.2524	2.6464	4.0561	3.8589	2.2634	3.4011	5.6725	2.9795	3.0034	3.3559	5.7173	3.7412	2.9425	3.2499	2.7803	3.0418	2.7525	2.7123	5.8495	3.7081	2.7760	2.0120	2.0678	4.1450	3.3315	3.3433	3.2657	2.6202	2.3612	4.6583	4.5315	3.7665	3.4313	3.3949	4.0787	3.2966	2.4971	4.1992	5.1028	3.1661	2.9415	10.7214	4.3622	2.1916	2.7855	2.1207	3.7571	2.3875	4.1580	2.9495	3.0970	3.4478	2.6629	3.5903	2.2503	2.9577	4.7081	5.9153	2.3501	6.3334	4.0746	6.3698	2.8657
19.0000	4.1356	5.7748	3.5188	28.8422	2.5036	7.3513	7.1313	2.6813	2.0671	3.2115	3.4176	5.6688	4.2376	2.3815	3.4841	1.8954	5.2867	3.2094	5.8480	3.8571	2.3899	5.3787	3.5583	2.9332	2.4075	4.4983	4.4298	2.7959	2.2376	3.7316	2.1037	3.3540	11.3912	2.9353	3.3100	3.4230	3.0788	2.0806	7.2865	3.3196	2.2425	2.3496	1.8354	4.4719	3.9730	7.6333	1.7211	4.3098	3.8112	5.7149	2.5481	2.5491	1.9106	2.3055	7.3634	2.9381	4.2243	4.1760	5.2800	2.1984	2.3831	4.8383	4.4638	2.9444	8.2782	2.5919	1.9215	5.6920	3.2234	2.2665	8.8218	4.8169	2.5874	3.6790	1.5873	3.0449	3.9581	3.6223	8.1681	3.7967	2.9570	2.7855	4.1995	11.0610	7.3911	1.9340	7.5862	3.1669	1.9761	3.9660	3.5208	2.7745	4.8496	2.4925	2.3686	2.1910	2.3137	3.2184	3.5919	3.9498
