0.8633	0.3237	0.5085	0.2902	0.5057	0.8148	0.6983	0.5911	0.4057	0.6659	0.7991	0.0095	0.5878	0.1436	0.6748	0.0308	0.6558	0.3068	0.4181	0.3590
0.0000	0.1984	0.3181	0.2379	0.6940	0.5137	0.6702	1.0000	0.8288	0.3269	0.0000	0.8218	0.4578	0.4130	0.1130	0.2039	0.8904	0.5367	0.4578	0.4610
0.0000	0.0000	0.3752	0.2767	0.5103	0.5137	0.6380	0.5625	0.4527	0.2117	0.1199	0.4759	0.4686	0.0000	0.5646	0.0745	1.0000	0.5367	1.0000	0.5311
0.0000	1.0000	0.0000	0.0000	0.0000	0.5137	0.8012	0.5279	0.5476	0.5410	0.0767	0.4561	0.4044	0.5796	0.4927	0.2516	0.5889	0.5367	0.5405	1.0000
0.7023	0.8118	0.4352	0.5250	0.4924	0.4357	0.4642	0.0000	0.3384	0.5549	0.5452	0.6575	0.0000	0.5203	0.4927	0.4814	0.4093	0.5367	0.2297	0.9399
0.2621	0.5713	0.0000	0.5250	0.2059	0.5146	0.2378	0.5121	0.5905	0.6038	0.4604	0.5962	0.6253	0.5203	0.4927	0.4794	0.7945	0.5367	0.8002	0.8062
0.6557	0.4901	0.7035	0.5250	0.0000	0.4252	0.4941	0.5090	0.7692	0.4721	0.7284	0.4756	0.4134	0.5203	0.4927	0.5468	0.0229	0.0487	0.6659	0.5930
0.4649	0.9425	1.0000	0.5250	0.7101	1.0000	0.3905	0.5090	0.4472	0.4721	0.1730	0.4756	0.1820	0.5203	0.4927	0.4301	0.5629	0.0000	0.0745	0.0000
0.4649	0.1877	0.5109	0.4957	0.1530	1.0000	1.0000	0.5090	0.4472	0.4721	0.7124	0.0000	0.2341	0.4824	0.4817	0.2744	0.5629	0.4227	0.5254	0.5163
0.4649	0.4342	0.5109	0.4957	0.5066	0.5136	0.8736	0.5090	0.4472	0.4721	0.7626	0.4396	0.2341	0.0303	0.4817	0.1441	0.5153	0.4227	1.0000	0.6972
0.4649	0.2246	0.5109	0.4957	0.5066	0.4202	0.0000	0.5090	0.4962	0.4721	0.5379	0.4757	0.0000	0.0000	0.4817	0.5242	0.4540	0.4660	0.5088	0.0000
0.4649	0.0000	0.5109	0.4957	0.5066	0.0000	0.2788	0.5090	0.5183	0.4721	0.5379	0.5191	0.4217	0.4487	0.4817	0.5242	0.4540	0.4660	0.5088	0.3767
0.4649	1.0000	0.5301	0.4957	0.4688	0.5173	0.5488	0.5090	0.4921	0.4721	0.4771	1.0000	0.4482	0.4449	0.4883	0.5242	0.5807	0.4660	0.5088	0.0000
0.4649	0.5171	0.5301	0.4722	0.2799	0.5173	1.0000	0.5090	0.8663	0.4721	0.4690	0.0362	0.5711	0.6002	0.4950	0.5242	0.5299	0.5024	0.5088	0.4733
0.5087	0.5171	0.5301	0.4722	0.2107	0.5173	0.7451	0.5090	0.4962	0.4721	0.1390	0.4851	0.4795	0.4668	0.4950	0.5242	0.4832	0.5024	0.5088	0.4327
0.5087	0.1974	0.5301	0.4714	0.4832	0.5173	0.7189	0.5090	0.2841	0.5128	0.5679	0.5212	0.4795	0.4668	0.4950	0.5242	0.4910	0.5024	0.5088	0.4327
0.5087	0.4985	0.5301	0.4714	0.4372	0.5270	0.7404	0.5090	0.3468	0.2246	0.0729	0.5423	0.4795	0.5567	0.4950	0.5242	0.4910	0.5226	0.5088	0.4397
0.5087	0.8043	0.0000	0.4714	0.4933	0.5270	0.9557	0.5090	0.4554	0.1888	0.0913	0.4908	0.4795	0.5369	0.4950	0.5242	0.4910	0.5226	0.5088	0.5018
0.5087	0.5680	0.7926	0.4714	0.0274	0.5270	0.4537	0.5090	0.4948	0.4363	0.8164	0.4679	0.4795	0.5369	0.4950	0.4657	0.4910	0.5226	0.5088	0.5018
0.5087	0.2167	0.4145	0.4714	0.8169	0.4694	1.0000	0.5090	0.4948	0.8439	0.5230	0.4679	0.4795	0.4925	0.4950	0.4657	0.4910	0.4976	0.5088	0.5018
0.5087	1.0000	0.5257	0.4714	0.8016	0.4694	0.5957	0.5090	0.4561	0.1661	0.4728	0.4679	0.4795	0.5295	0.4950	0.4657	0.4910	0.4976	0.5088	0.5018
0.5087	0.2184	0.5257	0.4714	0.7959	0.4694	0.4022	0.5090	0.4561	0.5049	0.5160	0.4679	0.4515	0.5295	0.4950	1.0000	0.4910	0.4976	0.5088	0.5018
0.5087	0.5111	0.5257	0.4861	1.0000	0.4694	0.1992	0.5090	0.4561	0.2032	0.5160	0.4679	0.4515	0.5295	0.4950	0.4609	0.4910	0.4976	0.5088	0.5018
0.5087	0.5111	0.5257	0.4861	1.0000	0.4694	0.4486	0.5090	0.4945	0.4825	0.5160	0.4679	0.5090	0.5202	0.4950	0.4756	0.4910	0.5350	0.5253	0.5018
0.5087	0.4882	0.7336	0.4861	0.1000	0.4694	0.4939	0.5090	0.4945	0.4825	0.4876	0.4679	0.5090	0.5202	0.4950	0.8213	0.4910	0.5350	0.5253	0.5030
0.5087	0.4882	0.5480	0.4861	1.0000	0.4694	0.4939	0.5090	0.4945	0.4825	0.5231	0.4679	0.5090	0.5202	0.4950	0.0000	0.4733	0.5350	0.5253	0.5030
0.5087	0.4882	0.5480	0.4861	0.2441	0.4694	0.4939	0.5090	0.4945	0.4825	0.5231	0.4545	0.5090	0.5202	0.4950	0.5661	0.4733	0.5350	0.5253	0.5030
0.5087	0.4882	0.5480	0.4861	0.5742	0.4694	0.4939	0.5090	0.4945	0.4825	0.5231	0.4545	0.5090	0.5202	0.4950	0.5661	0.4733	0.5427	0.5039	0.5030
0.5087	0.4882	0.5062	0.4861	0.5676	0.4694	0.4939	0.5090	0.5086	0.4972	0.5231	0.4545	0.5090	0.5202	0.4950	0.5190	0.4733	0.5427	0.5039	0.5030
0.5087	0.4882	0.5062	0.4861	0.5676	0.4694	0.4939	0.5090	0.5086	0.4972	0.5231	0.4545	0.5090	0.5202	0.4950	0.5190	0.4759	0.5427	0.5039	0.5030
0.5087	0.4882	0.5062	0.4723	0.5676	0.4694	0.4939	0.5090	0.5086	0.4972	0.4934	0.4545	0.5090	0.5202	0.4950	0.5190	0.4759	0.5427	0.5039	0.5030
0.5087	0.4882	0.4869	0.4723	0.5676	0.4694	0.4939	0.5090	0.5086	0.4972	0.4934	0.4545	0.5090	0.5202	0.4950	0.5445	0.4759	0.5427	0.5214	0.5030
0.5087	0.5224	0.4869	0.4723	0.5261	0.4694	0.4939	0.5090	0.5086	0.4972	0.5303	0.4545	0.5090	0.5202	0.4950	0.5445	0.4759	0.5427	0.5214	0.5030
0.5087	0.4706	0.4869	0.4723	0.5261	0.4694	0.4939	0.5090	0.5086	0.4972	0.5303	0.4545	0.5090	0.5202	0.4950	0.5445	0.4759	0.5427	0.5214	0.5030
0.5087	0.4706	0.4869	0.4723	0.5261	0.4931	0.4571	0.5090	0.5086	0.4972	0.5303	0.5147	0.5090	0.5202	0.4984	0.5445	0.4759	0.5427	0.5214	0.5030
0.5087	0.5015	0.4869	0.4723	0.5261	0.4931	0.4571	0.5090	0.5171	0.4972	0.5303	0.5147	0.5090	0.5202	0.4984	0.4986	0.5308	0.5427	0.5214	0.5030
0.5087	0.5015	0.5058	0.4723	0.5261	0.4931	0.4571	0.5090	0.5171	0.4972	0.5303	0.5147	0.5090	0.5202	0.5210	0.4986	0.5308	0.5426	0.4647	0.5030
0.5087	0.5015	0.5058	0.4723	0.5261	0.4931	0.5410	0.5090	0.5171	0.4972	0.5303	0.4806	0.5090	0.5202	0.5210	0.4579	0.4823	0.4989	0.4647	0.5030
0.5087	0.5015	0.5058	0.4723	0.5261	0.4931	0.4581	0.5090	0.5171	0.4972	0.5303	0.4806	0.5090	0.5202	0.5210	0.4579	0.4823	0.4989	0.5646	0.5030
0.5087	0.5015	0.5058	0.4723	0.5261	0.4931	0.5055	0.5090	0.5171	0.4688	0.5303	0.4806	0.5090	0.5202	0.5210	0.4579	0.4823	0.4989	0.5646	0.5030
0.5087	0.5015	0.5058	0.4723	0.5261	0.4931	0.5055	0.5090	0.5171	0.4688	0.5303	0.4806	0.5090	0.5202	0.5210	0.5196	0.4823	0.4989	0.4848	0.4722
0.5087	0.5015	0.5058	0.4723	0.5261	0.4931	0.5055	0.5090	0.5171	0.4688	0.5303	0.5090	0.5090	0.5202	0.5210	0.5196	0.4823	0.4989	0.5081	0.4722
0.5087	0.5015	0.5058	0.4723	0.5261	0.4931	0.5055	0.5090	0.5171	0.4605	0.5303	0.5026	0.5090	0.5202	0.5210	0.5196	0.4823	0.4989	0.5081	0.5372
0.5087	0.5015	0.5058	0.4723	0.5261	0.4931	0.5055	0.5090	0.5171	0.4605	0.5303	0.5026	0.5090	0.5202	0.5210	0.5196	0.4823	0.4989	0.5081	0.4970
0.5087	0.5015	0.5058	0.4723	0.4968	0.4931	0.5055	0.5090	0.5171	0.4605	0.5303	0.5026	0.4799	0.5202	0.5210	0.5196	0.4823	0.4989	0.5081	0.4970
0.5087	0.5015	0.5058	0.4723	0.4968	0.4931	0.5055	0.5090	0.5171	0.4605	0.5303	0.5026	0.4799	0.5202	0.5210	0.5196	0.4823	0.4989	0.5185	0.4970
0.5087	0.5112	0.5058	0.4723	0.4968	0.4931	0.5055	0.5090	0.5171	0.4605	0.5303	0.5026	0.4799	0.5202	0.5259	0.5196	0.4823	0.4989	0.5241	0.4970
0.5087	0.5112	0.5058	0.4723	0.4968	0.4931	0.5055	0.5090	0.5171	0.4605	0.5303	0.5026	0.4799	0.5202	0.5259	0.5196	0.4823	0.4989	0.5241	0.4970
0.5087	0.5112	0.5058	0.5095	0.4968	0.4931	0.5055	0.5090	0.5171	0.4605	0.5303	0.5026	0.4799	0.4759	0.5259	0.5196	0.4844	0.4989	0.5241	0.4970
0.5087	0.5112	0.5058	0.5095	0.4968	0.4931	0.5055	0.5090	0.5171	0.4605	0.5303	0.5026	0.4799	0.4759	0.5259	0.5196	0.4844	0.4989	0.5241	0.4970
0.5087	0.5112	0.5058	0.5095	0.4968	0.4931	0.5055	0.5090	0.5171	0.4605	0.5303	0.5026	0.4799	0.4759	0.5259	0.5196	0.4844	0.4989	0.5241	0.4970
