0.2858	0.6370	0.1652	0.1720	0.7444	0.1573	0.5405	0.2258	0.1984	0.1500
0.1227	0.8426	0.2093	0.7852	0.6918	0.0740	0.8186	0.8969	0.5079	0.6049
0.2173	0.1589	0.9223	0.0699	0.4145	0.0855	0.0000	0.8816	0.8498	0.5858
0.3988	0.6972	0.4887	0.8664	1.0000	0.5966	0.3120	0.5998	0.0000	0.6856
0.2457	0.5994	0.2708	0.2241	0.0000	0.5966	0.1641	0.4014	0.2647	0.6856
0.5743	0.5886	0.5575	0.0942	0.9855	0.5966	0.0000	0.0000	0.3071	0.6856
0.6369	0.4342	0.8061	0.3080	0.5893	0.5966	0.8932	0.3571	0.7034	0.6856
0.6369	0.3382	0.7782	0.6487	0.5893	0.5966	0.6354	0.5948	0.4088	0.6856
0.6369	0.6063	0.7032	0.6487	0.6005	0.5913	0.6033	0.5948	0.4575	0.6856
0.6369	0.6063	0.5997	0.6024	0.5401	0.7418	0.1643	0.5948	0.4575	0.3568
0.6369	0.3085	0.5997	0.6475	0.6331	0.6382	0.3583	0.5948	0.5033	0.3568
0.6369	0.3085	0.6444	0.3710	0.2231	0.4859	0.3583	0.5948	0.5401	0.7416
0.6858	0.3085	0.5982	0.3030	0.2231	0.0000	1.0000	0.5948	0.5968	0.4063
0.6858	0.4441	0.5982	0.5346	0.3099	0.7348	0.6493	0.5948	0.5968	0.4063
0.5045	0.4441	0.6372	0.8223	1.0000	0.5405	0.6002	0.5948	0.5968	0.4063
0.3648	0.4441	0.6372	0.2561	0.2691	0.7723	0.5477	0.5948	0.5968	0.4063
0.3629	0.4441	0.6372	0.5294	0.7857	0.0000	0.5477	0.5002	1.0000	0.6435
0.4580	0.4441	0.6372	0.4063	0.4542	0.4587	0.5477	0.4481	0.7502	0.5940
0.4580	0.4441	0.6372	0.3569	0.4542	0.2575	0.5526	0.4481	1.0000	0.5940
0.4580	0.4441	0.6372	0.3569	0.4542	0.5361	0.6406	0.4481	0.7821	0.5940
0.4943	0.4976	0.4990	0.3569	0.4542	0.5361	0.6406	0.4481	0.6375	0.5940
0.4943	0.4976	0.4990	0.3569	0.4552	0.5361	0.6406	0.4481	0.5986	0.5940
0.4943	0.4976	0.4990	0.3569	0.4552	1.0000	0.6406	0.4481	0.5907	0.5940
0.4943	0.4976	0.5942	0.4049	0.4552	0.2401	0.6406	0.4481	0.5907	0.5940
0.4943	0.4976	0.5942	0.4049	0.4552	0.5520	0.6406	0.4481	0.5907	0.5940
