1.00	0.90	1.00	0.80	0.90	0.80
3.00	1.00	0.60	0.90	0.90	0.90
5.00	0.60	0.80	0.30	0.90	0.70
7.00	0.70	0.50	0.60	0.30	0.30
9.00	0.40	0.00	0.20	0.20	0.30
11.00	0.40	0.20	0.40	0.20	0.40
13.00	0.10	0.30	0.30	0.10	0.10
15.00	0.00	0.20	0.30	0.20	0.10
17.00	0.20	0.00	0.30	0.10	0.10
19.00	0.00	0.10	0.10	0.20	0.20
21.00	0.30	0.00	0.30	0.00	0.10
