0.2587	0.4871	0.7392	0.8372	0.7453	0.7863	0.5354	0.3590	0.2050	0.7232
0.7971	0.3624	1.0000	0.4676	0.0000	0.0000	0.9731	1.0000	0.6448	0.5585
1.0000	0.5852	0.3635	0.4676	0.6423	0.5948	0.4841	0.2640	0.5616	0.4028
0.3121	0.4386	1.0000	0.6848	0.6423	0.5948	0.8839	0.6453	0.6576	0.4028
0.0000	0.5403	0.5555	0.6387	0.6423	0.5319	0.4013	0.7945	0.0000	0.4442
0.5186	0.5403	0.4509	0.6462	0.6423	1.0000	0.6005	0.2726	0.0000	0.3104
0.4505	0.5403	0.3066	0.3072	0.6423	0.3527	0.6005	0.5323	0.4068	0.4660
0.4505	0.5461	0.3066	0.7032	0.6423	0.4074	0.4998	0.5509	0.0000	0.0000
0.4505	0.5461	0.4084	0.5095	0.6423	0.4074	1.0000	0.3731	0.0023	0.5777
0.4505	0.5461	0.4084	0.5958	0.6423	0.4074	0.1061	0.2866	0.9400	0.4482
0.6414	0.8933	0.4084	0.1697	0.6423	0.4074	0.2015	0.5029	0.4043	0.5306
0.7893	0.2433	0.4084	0.6604	0.6423	0.4532	0.3602	0.5029	0.6843	1.0000
1.0000	0.6331	0.4084	0.2672	0.6423	0.4039	0.3118	0.5029	0.3531	0.7497
0.0000	0.6331	0.4084	0.6401	0.6423	0.6382	0.3118	0.7207	0.7274	0.0000
0.0000	0.6331	0.4084	0.6401	0.6423	0.5879	0.6489	0.5740	0.4952	0.6238
0.7227	0.6010	0.4084	1.0000	0.4032	0.5879	0.6489	1.0000	0.9255	0.3678
0.0889	0.4411	0.5050	0.3471	0.4032	0.5879	0.5425	0.3520	0.5056	0.3678
0.5006	0.6017	0.5050	0.5078	0.4032	0.5879	0.6390	0.3520	0.5056	0.0000
0.5006	0.6017	0.5050	0.4928	0.4032	0.5879	0.3150	0.4538	0.5056	0.5835
0.5006	0.6017	0.5050	0.4928	0.4032	0.5412	0.2551	0.4538	0.5056	0.4971
0.5465	0.6520	0.5050	0.5161	0.4032	0.5412	0.3126	0.4538	0.6452	1.0000
0.5465	0.5858	0.5050	1.0000	0.5451	0.5412	0.3126	0.4494	0.5020	0.0000
0.5891	0.4626	0.3615	0.3513	0.5451	0.5045	0.5053	0.4494	0.5951	0.8939
0.5891	0.3567	0.5899	0.2158	0.5451	0.3046	0.7369	0.5470	0.5951	0.4139
0.5891	0.3567	0.5899	0.4880	0.5451	0.7404	0.7369	0.5470	0.5951	0.4993
0.4531	0.3567	0.5899	0.5956	0.5451	0.6002	0.4946	0.5470	0.5951	0.4993
0.7389	0.3567	0.5899	0.5956	0.4112	0.6002	0.5433	0.5470	0.6031	0.4993
0.7389	0.3567	0.5899	0.4073	0.3638	0.3982	0.4118	0.5470	0.6031	0.4993
0.7389	0.3567	0.4042	0.4073	0.3638	0.4457	0.4118	0.5470	0.6031	0.5011
0.7389	0.3567	0.4042	0.4073	0.5090	0.0000	0.4520	0.5470	0.6029	0.5011
